	RP	SYMBOL	Entrez RNA	RNA Type	Species	Protein	Entrez Protein	Protein Type	Species	Confidence
8859917	RP08859918	PANK2	80025	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8859944	RP08859945	C2orf88	84281	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8859962	RP08859963	ATG4B	23192	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8860031	RP08860032	PACRGL	133015	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8860152	RP08860153	NR6A1	2649	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8860163	RP08860164	AUH	549	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8893316	RP08893317	ALG11	440138	mRNA	Homo sapiens	YTHDC1	91746.0	RBP	Homo sapiens	0.8687
8897083	RP08897084	ZNF638	27332	mRNA	Homo sapiens	YTHDC1	91746.0	RBP	Homo sapiens	0.8687
8899098	RP08899099	SP4	6671	mRNA	Homo sapiens	YTHDC1	91746.0	RBP	Homo sapiens	0.8687
8921476	RP08921477	CDK2	1017	mRNA	Homo sapiens	YTHDF2	51441.0	RBP	Homo sapiens	0.9818
8926280	RP08926281	CCNA2	890	mRNA	Homo sapiens	YTHDF2	51441.0	RBP	Homo sapiens	0.9818
9419836	RP09419837	FGF7	2252	mRNA	Homo sapiens	ESRP1	54845.0	protein	Homo sapiens	0.982
9419837	RP09419838	FRS2	10818	mRNA	Homo sapiens	ESRP1	54845.0	protein	Homo sapiens	0.982
9419845	RP09419846	MDM2	4193	mRNA	Homo sapiens	BCL2	596.0	protein	Homo sapiens	0.9526
9419847	RP09419848	MARCH7	64844	mRNA	Homo sapiens	ATG7	10533.0	protein	Homo sapiens	0.9933
9419848	RP09419849	TGFB1	7040	mRNA	Homo sapiens	ATG7	10533.0	protein	Homo sapiens	0.9933
9419851	RP09419852	CCNA2	890	mRNA	Homo sapiens	FTO	79068.0	RBP	Homo sapiens	0.9768
9419852	RP09419853	CDK2	1017	mRNA	Homo sapiens	FTO	79068.0	RBP	Homo sapiens	0.9526
9419853	RP09419854	GPM6A	2823	mRNA	Homo sapiens	FTO	79068.0	RBP	Homo sapiens	0.9526
9419854	RP09419855	ARHGAP22	58504	mRNA	Homo sapiens	BRD4	23476.0	TF	Homo sapiens	0.9595
9419855	RP09419856	RGS19	10287	mRNA	Homo sapiens	BRD4	23476.0	TF	Homo sapiens	0.9595
9419856	RP09419857	SCG5	6447	mRNA	Homo sapiens	BRD4	23476.0	TF	Homo sapiens	0.9526
9419857	RP09419858	SPOCD1	90853	mRNA	Homo sapiens	BRD4	23476.0	TF	Homo sapiens	0.9526
9419878	RP09419879	ASF1B	55723	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419880	RP09419881	CD63	967	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419881	RP09419882	CEACAM4	1089	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419884	RP09419885	CPPED1	55313	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419885	RP09419886	CTSD	1509	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419886	RP09419887	CXCR2	3579	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419889	RP09419890	FFAR2	2867	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419891	RP09419892	GNPDA1	10007	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419893	RP09419894	CXCL8	3576	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419894	RP09419895	IMPA2	3613	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419895	RP09419896	LGALS3	3958	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419897	RP09419898	MAFF	23764	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419898	RP09419899	MARCKS	4082	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419900	RP09419901	MNDA	4332	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419903	RP09419904	PHACTR1	221692	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419907	RP09419908	RHOB	388	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419909	RP09419910	S100A8	6279	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419911	RP09419912	S100A9	6280	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419913	RP09419914	TBC1D2	55357	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419917	RP09419918	ZNF438	220929	mRNA	Homo sapiens	PRKAA1	5562.0	protein	Homo sapiens	0.8808
9419918	RP09419919	ILRUN	64771	mRNA	Homo sapiens	PAG1	55824.0	protein	Homo sapiens	0.9526
9419919	RP09419920	ILRUN	64771	mRNA	Homo sapiens	EP300	2033.0	TF	Homo sapiens	0.9526
9419935	RP09419936	NFKB1	4790	mRNA	Homo sapiens	SND1	27044.0	RBP	Homo sapiens	0.8808
9419937	RP09419938	CYLD	1540	mRNA	Homo sapiens	CCND1	595.0	protein	Homo sapiens	0.8808
9419938	RP09419939	CYLD	1540	mRNA	Homo sapiens	CDH1	999.0	protein	Homo sapiens	0.8808
9419939	RP09419940	CYLD	1540	mRNA	Homo sapiens	CDH2	1000.0	protein	Homo sapiens	0.8808
9419940	RP09419941	WNT5B	81029	mRNA	Homo sapiens	IMP3	55272.0	protein	Homo sapiens	0.8687
9425475	RP09425476	ABCC3	8714	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425476	RP09425477	ACAT2	39	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425477	RP09425478	ADH1A	124	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425478	RP09425479	ADH1C	126	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425479	RP09425480	AKR1B10	57016	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425480	RP09425481	AKR1C1	1645	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425481	RP09425482	AKR1C2	1646	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425482	RP09425483	ANKRD1	27063	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425483	RP09425484	BIRC5	332	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425484	RP09425485	CA9	768	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425485	RP09425486	CCL11	6356	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425486	RP09425487	CDK5RAP2	55755	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425487	RP09425488	CSF2	1437	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425488	RP09425489	CXCL8	3576	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425489	RP09425490	ENPP2	5168	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425500	RP09425501	FABP3	2170	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425501	RP09425502	PIMREG	54478	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425502	RP09425503	HIST1H3G	8355	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425503	RP09425504	HSPA6	3310	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425504	RP09425505	HTRA3	94031	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425505	RP09425506	KIF20A	10112	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425523	RP09425524	MX2	4600	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425525	RP09425526	NPPB	4879	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425533	RP09425534	NR0B1	190	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425534	RP09425535	OAS1	4938	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425535	RP09425536	PCSK9	255738	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425536	RP09425537	PLIN4	729359	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425537	RP09425538	PLK1	5347	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425538	RP09425539	SLC13A5	284111	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425539	RP09425540	SPC25	57405	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425540	RP09425541	SYTL5	94122	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425541	RP09425542	TM7SF2	7108	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425542	RP09425543	UBE2C	11065	mRNA	Homo sapiens	OLR1	4973.0	protein	Homo sapiens	0.7311
9425747	RP09425748	BTK	695	mRNA	Homo sapiens	HNRNPK	3190.0	RBP	Homo sapiens	0.9768
9425748	RP09425749	CDKN2B	1030	mRNA	Homo sapiens	HNRNPK	3190.0	RBP	Homo sapiens	0.9768
9425749	RP09425750	FEN1	2237	mRNA	Homo sapiens	HNRNPLL	92906.0	protein	Homo sapiens	0.9768
9425750	RP09425751	MCM2	4171	mRNA	Homo sapiens	HNRNPLL	92906.0	protein	Homo sapiens	0.9768
9425751	RP09425752	MCM3	4172	mRNA	Homo sapiens	HNRNPLL	92906.0	protein	Homo sapiens	0.9768
9425752	RP09425753	MCM4	4173	mRNA	Homo sapiens	HNRNPLL	92906.0	protein	Homo sapiens	0.9768
9425753	RP09425754	MRPL33	9553	mRNA	Homo sapiens	HNRNPK	3190.0	RBP	Homo sapiens	0.9768
9425754	RP09425755	PCNA	5111	mRNA	Homo sapiens	HNRNPLL	92906.0	protein	Homo sapiens	0.9768
9425755	RP09425756	POLA2	23649	mRNA	Homo sapiens	HNRNPLL	92906.0	protein	Homo sapiens	0.9768
9425756	RP09425757	POLE	5426	mRNA	Homo sapiens	HNRNPLL	92906.0	protein	Homo sapiens	0.9768
9425757	RP09425758	RFC3	5983	mRNA	Homo sapiens	HNRNPLL	92906.0	protein	Homo sapiens	0.9768
9425758	RP09425759	IL17A	3605	mRNA	Homo sapiens	Secukinumab		protein	Homo sapiens	0.7311
9425759	RP09425760	FAM83H-AS1	100128338	mRNA	Homo sapiens	CDKN1A	1026.0	protein	Homo sapiens	0.982
9425760	RP09425761	FAM83H-AS1	100128338	mRNA	Homo sapiens	EZH2	2146.0	TF	Homo sapiens	0.982
9425761	RP09425762	CFTR	1080	mRNA	Homo sapiens	SOX2	6657.0	TF	Homo sapiens	0.7311
9425762	RP09425763	CFTR	1080	mRNA	Homo sapiens	POU5F1	5460.0	TF	Homo sapiens	0.7311
9425763	RP09425764	CFTR	1080	mRNA	Homo sapiens	PROM1	8842.0	protein	Homo sapiens	0.7311
9425777	RP09425778	CDH5	1003	mRNA	Homo sapiens	RBM38	55544.0	protein	Homo sapiens	0.9526
9425778	RP09425779	HOXD10	3236	mRNA	Homo sapiens	RBM38	55544.0	protein	Homo sapiens	0.9526
9425785	RP09425786	LINC00473	90632	mRNA	Homo sapiens	AGO2	27161.0	TF	Homo sapiens	0.9595
9425786	RP09425787	LINC00473	90632	mRNA	Homo sapiens	BIRC5	332.0	protein	Homo sapiens	0.9595
9425787	RP09425788	LINC00473	90632	mRNA	Homo sapiens	USP9X	8239.0	protein	Homo sapiens	0.9595
9425788	RP09425789	CDK2	1017	mRNA	Homo sapiens	PCBP2	5094.0	RBP	Homo sapiens	0.982
9425789	RP09425790	CXCL1	2919	mRNA	Homo sapiens	YBX1	4904.0	TF	Homo sapiens	0.9526
9425790	RP09425791	CXCL8	3576	mRNA	Homo sapiens	YBX1	4904.0	TF	Homo sapiens	0.9526
9425791	RP09425792	VAMP1	6843	mRNA	Homo sapiens	RBFOX1	54715.0	protein	Homo sapiens	0.9768
9425795	RP09425796	TET1	80312	mRNA	Homo sapiens	EZH2	2146.0	TF	Homo sapiens	0.982
9425822	RP09425823	OGN	4969	mRNA	Homo sapiens	HNRNPK	3190.0	RBP	Homo sapiens	0.9967
9425845	RP09425846	LINC00473	90632	mRNA	Homo sapiens	ILF2	3608.0	protein	Homo sapiens	0.9526
9426362	RP09426363	TERRA		mRNA	Homo sapiens	HNRNPA1	3178.0	RBP	Homo sapiens	0.8808
9426413	RP09426414	TNF	7124	mRNA	Homo sapiens	GAPDH	2597.0	protein	Homo sapiens	0.982
9426414	RP09426415	PKD2	5311	mRNA	Homo sapiens	FUBP1	8880.0	protein	Homo sapiens	0.982
9426421	RP09426422	KLF2	10365	mRNA	Homo sapiens	EZH2	2146.0	TF	Homo sapiens	0.9846
9426422	RP09426423	DDX4	54514	mRNA	Homo sapiens	YWHAQ	10971.0	protein	Homo sapiens	0.8808
9426423	RP09426424	DDX4	54514	mRNA	Homo sapiens	CCNB1	891.0	protein	Homo sapiens	0.8808
9426424	RP09426425	DDX4	54514	mRNA	Homo sapiens	E2F1	1869.0	TF	Homo sapiens	0.8808
9426426	RP09426427	CCND1	595	mRNA	Homo sapiens	MYF5	4617.0	protein	Homo sapiens	0.9768
9426445	RP09426446	TARBP2	6895	mRNA	Homo sapiens	DHX58	79132.0	protein	Homo sapiens	0.9768
9426478	RP09426479	RASGRP1	10125	mRNA	Homo sapiens	SRSF1	6426.0	RBP	Homo sapiens	0.8808
9426482	RP09426483	SOX9	6662	mRNA	Homo sapiens	RBM8A	9939.0	protein	Homo sapiens	0.9768
9426497	RP09426498	HNRNPLL	92906	mRNA	Homo sapiens	PCNA	5111.0	protein	Homo sapiens	0.9768
9426498	RP09426499	HNRNPLL	92906	mRNA	Homo sapiens	RFC3	5983.0	protein	Homo sapiens	0.9768
9426499	RP09426500	HNRNPLL	92906	mRNA	Homo sapiens	FEN1	2237.0	protein	Homo sapiens	0.9768
9426509	RP09426510	BCL2L11	10018	mRNA	Homo sapiens	MEX3B	84206.0	protein	Homo sapiens	0.9526
9426534	RP09426535	ITGB1	3688	mRNA	Homo sapiens	ROCK1	6093.0	protein	Homo sapiens	0.8808
9429776	RP09429785	RPS6KA6	27330	mRNA	Homo sapiens	MATR3	9782.0	protein	Homo sapiens	0.9526
9430743	RP09430752	PTGS2	5743	mRNA	Homo sapiens	S100B	6285.0	protein	Homo sapiens	0.8808
9431604	RP09431613	IFNB1	3456	mRNA	Homo sapiens	ELAVL1	1994.0	RBP	Homo sapiens	0.9526
9431964	RP09431973	SERPINE1	5054	mRNA	Homo sapiens	SERBP1	26135.0	RBP	Homo sapiens	0.982
9434519	RP09434528	SLBP	7884	mRNA	Homo sapiens	ZNF473	25888.0	protein	Homo sapiens	0.7311
9436900	RP09436909	SPG7	6687	mRNA	Homo sapiens	CLUH	23277.0	protein	Homo sapiens	0.982
9437134	RP09437143	RPS17	6218	mRNA	Homo sapiens	CNBP	7555.0	RBP	Homo sapiens	0.9526
9439471	RP09439480	BCL2L1	598	mRNA	Homo sapiens	HNRNPA2B1	3181.0	RBP	Homo sapiens	0.9526
9439729	RP09439738	ELAVL1	1994	mRNA	Homo sapiens	ZFP36	7538.0	RBP	Homo sapiens	0.9933
9441025	RP09441034	VEGFA	7422	mRNA	Homo sapiens	SOD1	6647.0	protein	Homo sapiens	0.8808
9449550	RP09449559	CDC25A	993	mRNA	Homo sapiens	BOLL	66037.0	protein	Homo sapiens	0.8808
9450933	RP09450942	NDOR1	27158	mRNA	Homo sapiens	AGO2	27161.0	TF	Homo sapiens	0.9526
9451377	RP09451386	GRK4	2868	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.9418
9452635	RP09452644	CHKA	1119	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9454244	RP09454253	H2AFJ	55766	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9455210	RP09455219	SMDT1	91689	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9456610	RP09456619	BTRC	8945	mRNA	Homo sapiens	IGF2BP1	10642.0	RBP	Homo sapiens	0.8808
9458212	RP09458221	CCNB2	9133	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.982
9459177	RP09459186	CDKN1A	1026	mRNA	Homo sapiens	CALR	811.0	protein	Homo sapiens	0.8808
9459509	RP09459518	PORCN	64840	mRNA	Homo sapiens	CPEB4	80315.0	protein	Homo sapiens	0.8808
9462178	RP09462187	CCNG1	900	mRNA	Homo sapiens	ZMAT3	64393.0	protein	Homo sapiens	0.9418
9464231	RP09464240	HRAS	3265	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9466076	RP09466085	PRDX1	5052	mRNA	Homo sapiens	RBMS3	27303.0	protein	Homo sapiens	0.8808
9467717	RP09467726	VEGFA	7422	mRNA	Homo sapiens	HNRNPL	3191.0	TF	Homo sapiens	0.9979
9470443	RP09470452	VEGFA	7422	mRNA	Homo sapiens	ELAVL2	1993.0	protein	Homo sapiens	0.7704
9471064	RP09471073	UCN2	90226	mRNA	Homo sapiens	SRP9	6726.0	protein	Homo sapiens	0.7311
9471076	RP09471085	MDM2	4193	mRNA	Homo sapiens	RBM38	55544.0	protein	Homo sapiens	0.982
9474551	RP09474561	MFAP2	4237	mRNA	Homo sapiens	TRA2B	6434.0	protein	Homo sapiens	0.8808
9474639	RP09474649	GAP43	2596	mRNA	Homo sapiens	ELAVL4	1996.0	protein	Homo sapiens	0.982
9476622	RP09476632	THOP1	7064	mRNA	Homo sapiens	LARP1	23367.0	protein	Homo sapiens	0.982
9478903	RP09478913	GNL1	2794	mRNA	Homo sapiens	HSF1	3297.0	TF	Homo sapiens	0.7311
9479730	RP09479740	BAX	581	mRNA	Homo sapiens	HNRNPA2B1	3181.0	RBP	Homo sapiens	0.9526
9480737	RP09480747	CCDC28B	79140	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9483187	RP09483197	IL2RA	3559	mRNA	Homo sapiens	U2AF2	11338.0	RBP	Homo sapiens	0.8687
9484257	RP09484267	MYC	4609	mRNA	Homo sapiens	AGO2	27161.0	TF	Homo sapiens	0.9526
9484295	RP09484305	IL2	3558	mRNA	Homo sapiens	ZC3H12A	80149.0	protein	Homo sapiens	0.982
9485013	RP09485023	VEGFA	7422	mRNA	Homo sapiens	ELAVL4	1996.0	protein	Homo sapiens	0.8808
9488448	RP09488458	ADRA2B	151	mRNA	Homo sapiens	TIAL1	7073.0	RBP	Homo sapiens	0.9933
9488468	RP09488478	TRPV6	55503	mRNA	Homo sapiens	ELAVL1	1994.0	RBP	Homo sapiens	0.982
9495206	RP09495216	IL1B	3553	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.982
9495873	RP09495883	HSPA4	3308	mRNA	Homo sapiens	EIF4E	1977.0	protein	Homo sapiens	0.8808
9496712	RP09496722	MAPK4	5596	mRNA	Homo sapiens	IGF2BP1	10642.0	RBP	Homo sapiens	0.9925
9496821	RP09496831	PPP2CB	5516	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9498513	RP09498523	WRAP53	55135	mRNA	Homo sapiens	TP53	7157.0	TF	Homo sapiens	0.8808
9498597	RP09498607	TNF	7124	mRNA	Homo sapiens	TIAL1	7073.0	RBP	Homo sapiens	0.982
9500983	RP09500993	BAG1	573	mRNA	Homo sapiens	IL4	3565.0	protein	Homo sapiens	0.8808
9503749	RP09503759	HMOX1	3162	mRNA	Homo sapiens	NFE2L2	4780.0	TF	Homo sapiens	0.8808
9504251	RP09504261	BCL2L1	598	mRNA	Homo sapiens	NCL	4691.0	protein	Homo sapiens	0.8808
9506781	RP09506792	ZNF641	121274	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9506856	RP09506867	TP53	7157	mRNA	Homo sapiens	EIF4E	1977.0	protein	Homo sapiens	0.982
9509463	RP09509474	ADAT3	113179	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9510126	RP09510137	MTCP1	4515	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9510749	RP09510760	TNF	7124	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.982
9510796	RP09510807	PSMB6	5694	mRNA	Homo sapiens	TRIM21	6737.0	protein	Homo sapiens	0.7311
9516447	RP09516458	MRPS12	6183	mRNA	Homo sapiens	HSPA4	3308.0	protein	Homo sapiens	0.982
9517339	RP09517350	RNF215	200312	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9517921	RP09517932	COMMD7	149951	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9518159	RP09518170	CDKN1A	1026	mRNA	Homo sapiens	RBM42	79171.0	protein	Homo sapiens	0.8808
9518776	RP09518787	PLAU	5328	mRNA	Homo sapiens	ZFP36	7538.0	RBP	Homo sapiens	0.982
9526067	RP09526078	LARP4	113251	mRNA	Homo sapiens	ZFP36	7538.0	RBP	Homo sapiens	0.8808
9527247	RP09527258	SRA1	10011	mRNA	Homo sapiens	PPARG	5468.0	TF	Homo sapiens	0.9526
9532255	RP09532266	CD40LG	959	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9526
9534813	RP09534824	IER3	8870	mRNA	Homo sapiens	HNRNPU	3192.0	RBP	Homo sapiens	0.8808
9534983	RP09534994	MYC	4609	mRNA	Homo sapiens	ELAVL2	1993.0	protein	Homo sapiens	0.9975
9535384	RP09535395	CHEK1	1111	mRNA	Homo sapiens	ZMAT3	64393.0	protein	Homo sapiens	0.9418
9541386	RP09541397	MAPT	4137	mRNA	Homo sapiens	IGF2BP3	10643.0	RBP	Homo sapiens	0.9418
9541422	RP09541433	OPA1	4976	mRNA	Homo sapiens	CLUH	23277.0	protein	Homo sapiens	0.982
9541874	RP09541885	C17orf49	124944	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9544478	RP09544489	VEGFA	7422	mRNA	Homo sapiens	ZFP36L1	677.0	protein	Homo sapiens	0.9933
9547351	RP09547362	AR	367	mRNA	Homo sapiens	HNRNPH1	3187.0	RBP	Homo sapiens	0.9526
9548505	RP09548516	HOXA2	3199	mRNA	Homo sapiens	HNRNPU	3192.0	RBP	Homo sapiens	0.8808
9551550	RP09551561	MYC	4609	mRNA	Homo sapiens	ELAVL4	1996.0	protein	Homo sapiens	0.7311
9552278	RP09552290	MAPT	4137	mRNA	Homo sapiens	HM13	81502.0	protein	Homo sapiens	0.9526
9552649	RP09552661	ACTB	60	mRNA	Homo sapiens	SH2D3A	10045.0	protein	Homo sapiens	0.9526
9553521	RP09553533	CD151	977	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9555714	RP09555726	CDKN1A	1026	mRNA	Homo sapiens	RBM38	55544.0	protein	Homo sapiens	0.9933
9555997	RP09556009	ENDOG	2021	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9556549	RP09556562	OTUD5	55593	mRNA	Homo sapiens	FXR1	8087.0	TF	Homo sapiens	0.7155
9556941	RP09556954	H2AFB3	83740	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9561428	RP09561441	ZFPL1	7542	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9562270	RP09562283	FOS	2353	mRNA	Homo sapiens	CELF1	10658.0	protein	Homo sapiens	0.8808
9562373	RP09562386	DDX5	1655	mRNA	Homo sapiens	SRA1	10011.0	protein	Homo sapiens	0.9933
9562861	RP09562874	NHLH2	4808	mRNA	Homo sapiens	HNRNPU	3192.0	RBP	Homo sapiens	0.8808
9563124	RP09563137	MSR1	4481	mRNA	Homo sapiens	DDX17	10521.0	protein	Homo sapiens	0.8808
9566538	RP09566551	MTHFD2	10797	mRNA	Homo sapiens	ZMAT3	64393.0	protein	Homo sapiens	0.9418
9566966	RP09566979	BRCA1	672	mRNA	Homo sapiens	DAZAP1	26528.0	protein	Homo sapiens	0.8808
9569633	RP09569646	IL10	3586	mRNA	Homo sapiens	ELAVL1	1994.0	RBP	Homo sapiens	0.982
9575995	RP09576009	MYC	4609	mRNA	Homo sapiens	HM13	81502.0	protein	Homo sapiens	0.9526
9577715	RP09577729	H2AFY2	55506	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9577916	RP09577930	HIST1H2BM	8342	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9579627	RP09579641	C1orf74	148304	mRNA	Homo sapiens	NOTCH1	4851.0	TF	Homo sapiens	0.8808
9579857	RP09579871	IDH1	3417	mRNA	Homo sapiens	CPEB4	80315.0	protein	Homo sapiens	0.8808
9580442	RP09580456	ATP6AP2	10159	mRNA	Homo sapiens	DNM1	1759.0	protein	Homo sapiens	0.982
9582886	RP09582900	RBM8A	9939	mRNA	Homo sapiens	TAT	6898.0	protein	Homo sapiens	0.8808
9583799	RP09583813	ZFP36	7538	mRNA	Homo sapiens	IL18	3606.0	protein	Homo sapiens	0.9526
9595616	RP09595630	NKX2-5	1482	mRNA	Homo sapiens	DHX36	170506.0	protein	Homo sapiens	0.9846
9596787	RP09596801	TNNT2	7139	mRNA	Homo sapiens	SRSF6	6431.0	protein	Homo sapiens	0.7311
9597609	RP09597623	SNX15	29907	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9598085	RP09598099	SLC11A2	4891	mRNA	Homo sapiens	ACO1	48.0	protein	Homo sapiens	0.9526
9598214	RP09598228	MRPS12	6183	mRNA	Homo sapiens	HSPD1	3329.0	protein	Homo sapiens	0.982
9600693	RP09600707	PLAU	5328	mRNA	Homo sapiens	TP53	7157.0	TF	Homo sapiens	0.8808
9601392	RP09601406	ARL4D	379	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9602285	RP09602299	PLEKHF1	79156	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9603604	RP09603618	BCL2L11	10018	mRNA	Homo sapiens	HSPA8	3312.0	protein	Homo sapiens	0.9526
9603680	RP09603694	MED16	10025	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.9526
9604310	RP09604324	PSMB6	5694	mRNA	Homo sapiens	RO60	6738.0	RBP	Homo sapiens	0.7311
9604917	RP09604931	HBB	3043	mRNA	Homo sapiens	EIF4E	1977.0	protein	Homo sapiens	0.8808
9605167	RP09605181	FOS	2353	mRNA	Homo sapiens	ELAVL2	1993.0	protein	Homo sapiens	0.8808
9605761	RP09605775	ALG2	85365	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9607391	RP09607405	MYC	4609	mRNA	Homo sapiens	TYMS	7298.0	protein	Homo sapiens	0.7311
